"Long","Lat","Stn_Name","Clim_ID","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-112.967","54.283","ABEE AGDM","3010010","AB","-12.1","0","NA","4.0","0","-24.1","0","","","NA","7.8","19","NA","","3","","","NA","931.6","0.0"
"-111.181","53.113","ALBERT HALL AGCM","3010060","AB","-10.7","0","NA","3.4","0","-26.0","0","","","NA","9.7","0","NA","","3","","","NA","889.6","0.0"
"-111.779","52.315","ALLIANCE AGCM","3010162","AB","-8.2","0","NA","5.3","0","-20.8","0","","","NA","8.8","0","NA","","2","","","NA","812.3","0.0"
"-112.279","53.917","ANDREW AGDM","3010237","AB","-11.9","3","NA","4.2","3","-24.6","3","","","NA","9.2","3","NA","","3","","","NA","836.3","0.0"
"-111.465","52.582","BELLSHILL AGCM","3010650","AB","-8.3","6","NA","4.1","6","-19.5","6","","","NA","5.7","6","NA","","2","","","NA","658.5","0.0"
"-110.101","52.124","BODO AGDM","3010730","AB","-9.2","0","NA","6.0","0","-24.8","0","","","NA","4.6","1","NA","","2","","","NA","841.7","0.0"
"-114.441","53.089","BRETON PLOTS","3010816","AB","-6.4","0","NA","7.0","0","-19.5","0","","","NA","29.0","0","NA","","10","","","NA","756.7","0.0"
"-113.922","53.931","BUSBY AGCM","3010979","AB","-9.4","0","NA","5.4","0","-21.4","0","","","NA","13.5","0","NA","","4","","","NA","849.2","0.0"
"-110.510","52.334","CADOGAN AGCM","3010992","AB","-8.9","0","NA","5.2","0","-22.5","0","","","NA","4.5","1","NA","","2","","","NA","833.9","0.0"
"-112.817","53.050","CAMROSE","3011240","AB","-8.9","0","1.0","5.3","0","-22.2","0","","","NA","9.7","0","63.0","14.0","4","","","NA","834.7","0.0"
"-110.713","51.937","CONSORT AGDM","3011815","AB","-9.2","0","NA","3.3","0","-22.4","0","","","NA","3.6","1","NA","","1","","","NA","844.0","0.0"
"-111.449","52.074","CORONATION CLIMATE","3011887","AB","-10.1","1","NA","2.9","1","-23.5","1","","","NA","6.2","1","NA","9.0","1","","","NA","844.2","0.0"
"-113.903","52.733","CRESTOMERE AGCM","3011892","AB","-7.5","0","NA","6.7","0","-21.4","0","","","NA","13.0","5","NA","","7","","","NA","789.3","0.0"
"-113.176","52.183","DELBURNE AGCM","3012050","AB","-7.6","0","NA","5.9","0","-18.5","0","","","NA","13.5","0","NA","","6","","","NA","792.3","0.0"
"-110.588","53.659","DEWBERRY AGCM","3012073","AB","-11.4","0","NA","4.5","0","-26.8","0","","","NA","5.3","0","NA","","2","","","NA","910.8","0.0"
"-110.433","52.778","EDGERTON AGCM","3012192","AB","-9.9","0","NA","4.9","0","-25.4","0","","","NA","8.4","0","NA","","4","","","NA","864.8","0.0"
"-113.606","53.307","EDMONTON INTERNATIONAL CS","3012206","AB","-9.1","0","NA","5.3","0","-23.4","0","","","NA","10.9","0","NA","","3","","","NA","839.9","0.0"
"-113.517","53.573","EDMONTON BLATCHFORD","3012209","AB","-7.2","0","NA","6.1","0","-18.3","0","","","NA","9.1","0","NA","8.0","4","","","NA","782.1","0.0"
"-113.467","53.667","EDMONTON NAMAO AWOS A","3012212","AB","-8.4","0","NA","5.0","0","-20.6","0","","","NA","9.5","0","NA","","3","","","NA","817.8","0.0"
"-113.579","53.310","EDMONTON INTL A","3012216","AB","-9.3","0","NA","5.1","0","-22.8","0","18.2","0","NA","15.6","0","NA","20.0","6","","","NA","845.3","0.0"
"-113.538","53.490","EDMONTON SOUTH CAMPUS","3012220","AB","-7.2","0","NA","5.6","0","-17.9","0","","","NA","11.1","0","NA","","4","","","NA","780.8","0.0"
"-113.856","53.668","EDMONTON VILLENEUVE A","3012229","AB","-8.9","1","NA","6.0","1","-21.9","1","","","NA","4.2","1","NA","","2","","","NA","807.2","0.0"
"-114.108","53.548","EDMONTON STONY PLAIN","301222F","AB","-7.5","0","1.4","5.5","0","-19.0","0","19.0","0","100.0","14.0","0","83.0","12.0","4","","","NA","789.3","0.0"
"-112.868","53.683","ELK ISLAND NAT PARK","3012275","AB","-9.2","0","0.4","5.6","0","-21.4","0","","","NA","11.1","0","66.0","15.0","4","","","NA","842.7","0.0"
"-111.000","52.967","FABYAN","3012515","AB","-10.9","0","1.2","3.0","0","-26.5","0","12.0","0","68.0","12.0","0","67.0","0.0","5","","","NA","896.5","0.0"
"-112.858","52.744","FERINTOSH AGCM","3012590","AB","-8.8","0","NA","5.5","0","-21.9","0","","","NA","10.9","0","NA","","2","","","NA","829.6","0.0"
"-111.813","52.041","FLEET AGCM","3012635","AB","-9.5","0","NA","3.9","0","-22.1","0","","","NA","9.5","0","NA","","3","","","NA","851.9","0.0"
"-112.120","52.467","FORESTBURG PLANT SITE","3012652","AB","-7.7","8","0.7","4.5","8","-22.0","8","7.6","8","NA","7.6","8","NA","","3","","","NA","590.3","0.0"
"-112.123","52.548","FORESTBURG AGCM","3012653","AB","-8.2","0","NA","5.2","0","-20.6","0","","","NA","9.5","0","NA","","4","","","NA","811.2","0.0"
"-113.183","53.717","FORT SASKATCHEWAN","3012710","AB","-8.7","2","1.8","5.0","2","-27.0","1","8.0","1","NA","8.0","1","NA","0.0","3","","","NA","773.6","0.0"
"-110.621","53.071","GILT EDGE NORTH AGCM","3012790","AB","-9.9","2","NA","3.2","2","-24.0","2","","","NA","6.7","2","NA","","2","","","NA","808.2","0.0"
"-114.320","53.295","ST. FRANCIS","3012799","AB","-6.3","0","NA","5.9","0","-18.1","0","","","NA","24.3","0","NA","","8","","","NA","752.2","0.0"
"-112.278","52.987","GLADSTONE AGCM","3012810","AB","-9.4","0","NA","5.5","0","-23.3","0","","","NA","10.4","7","NA","","5","","","NA","850.0","0.0"
"-114.539","53.833","GLENEVIS AGCM","3012818","AB","-7.4","0","NA","6.0","0","-20.7","0","","","NA","","","NA","","","","","NA","788.0","0.0"
"-110.803","52.113","GOOSEBERRY LAKE AGCM","3012871","AB","-10.1","0","NA","3.9","0","-27.1","0","","","NA","5.2","3","NA","","1","","","NA","870.2","0.0"
"-112.164","52.116","HALKIRK AGCM","3012999","AB","-9.0","0","NA","4.6","0","-20.8","0","","","NA","6.2","14","NA","","2","","","NA","836.2","0.0"
"-111.212","51.780","HEMARUKA AGCM","3013140","AB","-9.6","0","NA","4.3","0","-20.8","0","","","NA","5.3","10","NA","","2","","","NA","854.6","0.0"
"-112.246","53.185","HOLDEN AGDM","3013340","AB","-9.3","0","NA","3.8","0","-21.3","0","","","NA","12.1","1","NA","","5","","","NA","847.3","0.0"
"-110.784","52.578","HUGHENDEN AGCM","3013362","AB","-9.8","0","NA","4.4","0","-24.1","0","","","NA","6.7","0","NA","","1","","","NA","863.1","0.0"
"-111.872","52.848","KILLAM AGDM","3013640","AB","-9.3","0","NA","5.3","0","-24.3","0","","","NA","","","NA","","","","","NA","844.8","0.0"
"-111.113","52.290","KESSLER AGCM","3013644","AB","-9.0","0","NA","6.2","0","-25.8","0","","","NA","2.9","25","NA","","0","","","NA","835.8","0.0"
"-111.548","53.047","KINSELLA RESEARC STATION","3013647","AB","-9.9","0","NA","3.6","0","-25.3","0","","","NA","11.9","0","NA","","4","","","NA","864.9","0.0"
"-110.416","53.353","KITSCOTY AGCM","3013660","AB","-10.9","1","NA","2.8","1","-25.6","1","","","NA","6.0","1","NA","","3","","","NA","866.1","0.0"
"-113.474","54.003","LEGAL AGCM","3013790","AB","-9.1","0","NA","5.5","0","-21.1","0","","","NA","11.4","0","NA","","4","","","NA","840.7","0.0"
"-110.579","53.943","LINDBERGH AGDM","3013921","AB","-11.7","0","NA","3.4","0","-29.3","0","","","NA","5.5","0","NA","","2","","","NA","920.9","0.0"
"-110.073","53.309","LLOYDMINSTER","3013959","AB","-10.8","0","NA","3.1","0","-24.8","0","","","NA","1.2","0","NA","","1","","","NA","893.1","0.0"
"-110.073","53.309","LLOYDMINSTER A","3013961","AB","-10.6","0","1.9","3.0","0","-25.0","0","6.4","0","42.0","6.2","0","43.0","8.0","3","","","NA","885.7","0.0"
"-111.255","53.456","MANNVILLE AGCM","3014195","AB","-10.7","0","NA","4.0","0","-24.5","0","","","NA","7.1","0","NA","","3","","","NA","888.3","0.0"
"-110.550","52.017","MONITOR","3014600","AB","","","NA","","","","","8.0","0","53.0","8.0","0","52.0","0.0","5","","","NA","",""
"-112.300","53.567","MUNDARE AGDM","3014665","AB","-9.4","1","NA","5.2","1","-22.3","1","","","NA","11.1","1","NA","10.0","6","","","NA","821.9","0.0"
"-111.114","53.720","MYRNAM AGCM","3014690","AB","-11.8","2","NA","5.1","2","-28.3","2","","","NA","7.7","2","NA","","2","","","NA","862.8","0.0"
"-113.165","53.262","NEW SAREPTA AGCM","3014795","AB","-8.9","1","NA","4.6","1","-20.0","1","","","NA","7.4","1","NA","","3","","","NA","805.8","0.0"
"-113.350","53.650","OLIVER AGDM","3014921","AB","-8.8","0","NA","5.7","0","-23.4","0","","","NA","","","NA","","","","","NA","829.3","0.0"
"-112.879","53.995","RADWAY AGCM","3015346","AB","-10.5","0","NA","4.8","0","-22.4","0","","","NA","","","NA","","","","","NA","882.7","0.0"
"-111.726","53.425","RANFURLY AUTO","3015401","AB","-10.3","0","NA","4.0","0","-22.5","0","","","NA","10.7","0","NA","13.0","4","","","NA","877.6","0.0"
"-110.343","52.587","RIBSTONE SOUTH AGCM","3015480","AB","-9.8","0","NA","5.9","0","-24.1","0","","","NA","5.0","0","NA","","0","","","NA","863.0","0.0"
"-110.102","53.019","RIVERCOURSE AGCM","3015501","AB","-11.4","4","NA","2.9","4","-25.4","4","","","NA","4.0","4","NA","","1","","","NA","793.9","0.0"
"-114.912","52.421","ROCKY MTN HOUSE (AUT)","3015523","AB","-10.1","0","NA","7.7","0","-27.6","0","","","NA","21.5","0","NA","19.0","8","","","NA","871.7","0.0"
"-112.428","52.780","ROSALIND AGCM","3015600","AB","-8.5","0","NA","5.1","0","-21.2","0","","","NA","8.8","0","NA","","4","","","NA","821.2","0.0"
"-111.453","54.282","ST. LINA AGCM","3015673","AB","-10.8","2","NA","4.4","2","-28.7","2","","","NA","8.2","2","NA","","3","","","NA","835.8","0.0"
"-111.272","54.011","ST. PAUL AGCM","3015676","AB","-11.9","0","NA","3.1","0","-27.4","0","","","NA","2.7","30","NA","","1","","","NA","925.7","0.0"
"-110.755","51.590","SEDALIA AGCM","3015797","AB","-9.6","0","NA","4.0","0","-23.4","0","","","NA","4.5","0","NA","","2","","","NA","854.5","0.0"
"-112.539","53.333","SHONTS AGCM","3015900","AB","-9.1","0","NA","4.7","0","-21.0","0","","","NA","11.2","0","NA","","5","","","NA","840.9","0.0"
"-112.499","54.278","SMOKY LAKE AGDM","3016022","AB","-10.9","0","NA","4.5","0","-25.0","0","","","NA","8.5","0","NA","","4","","","NA","895.5","0.0"
"-111.683","51.816","SPONDIN AGCM","3016070","AB","-9.4","0","NA","5.1","0","-21.8","0","","","NA","4.6","24","NA","","1","","","NA","849.3","0.0"
"-112.596","52.347","STETTLER AGDM","3016124","AB","-8.4","0","NA","3.8","0","-19.4","0","","","NA","9.2","4","NA","","3","","","NA","817.6","0.0"
"-113.895","53.217","THORSBY AGCM","3016441","AB","-8.3","5","NA","5.8","5","-21.8","5","","","NA","9.2","5","NA","","3","","","NA","682.7","0.0"
"-114.718","53.439","TOMAHAWK AGDM","3016505","AB","-8.2","0","NA","4.9","0","-21.1","0","","","NA","27.3","0","NA","","8","","","NA","813.1","0.0"
"-110.081","53.664","TULLIBY LAKE AGCM","3016593","AB","-12.1","0","NA","4.2","0","-29.1","0","","","NA","5.7","0","NA","","2","","","NA","933.2","0.0"
"-113.033","53.500","UNCAS","3016650","AB","","","NA","","","","","14.8","0","NA","15.0","0","NA","13.0","6","","","NA","",""
"-111.678","53.625","TWO HILLS AGDM","3016655","AB","-10.3","0","NA","3.5","0","-24.8","0","","","NA","8.6","1","NA","","3","","","NA","877.5","0.0"
"-110.882","53.344","VERMILION AGDM","3016802","AB","-10.8","0","NA","3.5","0","-24.0","0","","","NA","7.4","3","NA","","2","","","NA","893.2","0.0"
"-111.732","53.182","VIKING AGCM","3016841","AB","-10.0","1","NA","4.1","1","-23.1","1","","","NA","9.0","1","NA","","4","","","NA","841.1","0.0"
"-111.921","54.130","VILNA AGCM","3016852","AB","-12.1","5","NA","4.3","5","-25.8","5","","","NA","7.0","5","NA","","3","","","NA","782.5","0.0"
"-115.126","53.144","VIOLET GROVE CS","3016860","AB","-7.8","0","NA","5.9","0","-21.2","0","","","NA","65.9","0","NA","25.0","22","","","NA","799.3","0.0"
"-112.098","53.505","VEGREVILLE","3016GF0","AB","-10.4","0","1.3","4.6","0","-23.2","0","","","NA","9.8","0","79.0","","3","","","NA","881.1","0.0"
"-113.444","52.980","WETASKIWIN AGCM","3017282","AB","-9.1","3","NA","4.6","3","-21.2","3","","","NA","13.0","3","NA","","5","","","NA","758.8","0.0"
"-111.224","51.491","YOUNGSTOWN AGCM","3017705","AB","-8.9","0","NA","4.7","0","-21.3","0","","","NA","5.6","1","NA","","1","","","NA","833.8","0.0"
"-114.108","53.547","EDMONTON STONY PLAIN CS","301A001","AB","-7.6","0","NA","5.2","0","-19.1","0","","","NA","14.5","0","NA","13.0","4","","","NA","793.5","0.0"
"-110.206","51.670","ESTHER 1","301B460","AB","-8.6","2","NA","5.1","2","-24.3","2","","","NA","2.7","1","NA","","0","","","NA","770.8","0.0"
"-111.096","52.829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","-9.9","0","NA","5.2","0","-23.3","0","","","NA","","","NA","","","","","NA","865.2","0.0"
"-110.317","51.066","ACADIA VALLEY","3020035","AB","-8.2","0","NA","5.2","0","-21.6","0","","","NA","6.4","0","NA","","3","","","NA","813.0","0.0"
"-111.006","50.810","ATLEE AGCM","3020405","AB","-8.0","0","NA","4.6","0","-23.6","0","","","NA","7.2","0","NA","","4","","","NA","804.5","0.0"
"-113.357","51.379","BEISEKER AGCM","3020610","AB","-8.4","0","NA","7.0","0","-23.5","0","","","NA","9.2","0","NA","","4","","","NA","818.9","0.0"
"-112.803","51.998","BIG VALLEY AGCM","3020679","AB","-8.3","0","NA","5.6","0","-19.1","0","","","NA","11.4","1","NA","","5","","","NA","814.1","0.0"
"-110.686","50.798","BUFFALO AGCM","3020950","AB","-7.8","0","NA","6.3","0","-21.4","0","","","NA","7.7","0","NA","","2","","","NA","800.1","0.0"
"-110.797","51.067","CAPPON","3021200","AB","-9.7","0","NA","5.2","0","-22.4","0","","","NA","8.4","0","NA","","3","","","NA","857.2","0.0"
"-110.824","51.276","CEREAL AGCM","3021463","AB","-9.2","0","NA","5.1","0","-21.3","0","","","NA","7.0","0","NA","","4","","","NA","843.4","0.0"
"-112.252","51.775","CRAIGMYLE AGCM","3021912","AB","-8.6","0","NA","6.6","0","-20.7","0","","","NA","9.1","0","NA","","5","","","NA","823.2","0.0"
"-112.677","51.445","DRUMHELLER EAST","30221LG","AB","-9.3","3","NA","5.4","3","-23.9","3","","","NA","","","NA","","","","","NA","763.6","0.0"
"-112.097","51.053","FINNEGAN AGCM","3022650","AB","-9.1","0","NA","6.0","0","-22.3","0","","","NA","","","NA","","","","","NA","840.9","0.0"
"-112.135","51.453","HAND HILLS AGCM","3022990","AB","-7.4","0","NA","4.8","0","-19.9","0","","","NA","5.2","0","NA","","2","","","NA","787.9","0.0"
"-114.486","52.310","HESPERO AGCM","3023200","AB","-10.5","0","NA","4.9","0","-26.0","0","","","NA","16.6","0","NA","","8","","","NA","883.6","0.0"
