"Long","Lat","Stn_Name","Clim_ID","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-112.967","54.283","ABEE AGDM","3010010","AB","15.5","0","NA","28.1","0","4.0","0","","","NA","150.8","1","NA","","16","","","NA","82.4","3.9"
"-111.181","53.113","ALBERT HALL AGCM","3010060","AB","16.1","0","NA","29.4","0","6.1","0","","","NA","93.6","0","NA","","15","","","NA","66.0","6.1"
"-111.779","52.315","ALLIANCE AGCM","3010162","AB","16.4","0","NA","32.1","0","5.5","0","","","NA","104.8","0","NA","","13","","","NA","61.7","11.9"
"-112.279","53.917","ANDREW AGDM","3010237","AB","16.0","1","NA","27.8","1","6.1","1","","","NA","104.6","2","NA","","11","","","NA","66.7","5.8"
"-111.465","52.582","BELLSHILL AGCM","3010650","AB","16.7","4","NA","31.3","4","7.3","4","","","NA","108.8","4","NA","","11","","","NA","48.6","12.9"
"-110.101","52.124","BODO AGDM","3010730","AB","17.5","0","NA","31.6","0","6.7","0","","","NA","92.7","0","NA","","9","","","NA","42.3","27.9"
"-114.441","53.089","BRETON PLOTS","3010816","AB","14.8","0","NA","27.3","0","3.7","0","","","NA","177.1","1","NA","","15","","","NA","102.6","2.5"
"-113.922","53.931","BUSBY AGCM","3010979","AB","15.6","0","NA","27.3","0","5.6","0","","","NA","145.3","0","NA","","15","","","NA","79.5","3.7"
"-110.510","52.334","CADOGAN AGCM","3010992","AB","17.0","0","NA","31.9","0","5.6","0","","","NA","90.2","1","NA","","12","","","NA","50.3","18.0"
"-112.817","53.050","CAMROSE","3011240","AB","15.6","0","-1.2","28.8","0","5.5","0","","","NA","132.3","0","154.0","","13","","","NA","78.8","3.7"
"-110.713","51.937","CONSORT AGDM","3011815","AB","17.0","0","NA","31.0","0","6.3","0","","","NA","43.4","24","NA","","3","","","NA","48.9","18.0"
"-111.449","52.074","CORONATION CLIMATE","3011887","AB","16.0","0","NA","31.7","0","5.2","0","","","NA","71.0","0","NA","","10","","","NA","72.7","10.3"
